order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region,discount_applied,line_amount,category,gender,customer_region,loyalty_tier
O181058,C00087,P0029,5,16.7,2025-07-06,Delayed,Credit Card,Central,0.1,75.15,Cleaning,Female,North,Bronze
O868518,C00157,P0010,2,26.02,2025-07-06,Delayed,Credit Card,South,0.05,49.44,Cleaning,Female,South,Silver
O199691,C00238,P0011,5,16.1,2025-07-06,Delivered,Credit Card,North,0.2,64.4,Kitchen,Male,South,Silver
O538559,C00069,P0006,2,43.09,2025-07-06,Delayed,PayPal,North,0.2,68.94,Cleaning,Female,North,Gold
O554623,C00211,P0002,2,45.67,2025-07-06,Delayed,Credit Card,West,0.15,77.64,Cleaning,Male,North,Silver
O281658,C00079,P0015,2,21.93,2025-07-06,Delivered,Bank Transfer,Central,0.05,41.67,Storage,Female,North,Bronze
O774643,C00374,P0014,3,10.5,2025-07-06,Cancelled,PayPal,Central,0.1,28.35,Outdoors,Female,North,Gold
O822153,C00255,P0010,2,12.29,2025-07-06,Delivered,PayPal,North,0.1,22.12,Cleaning,Female,North,Gold
O229160,C00243,P0029,4,8.91,2025-07-06,Delivered,Credit Card,West,0.05,33.86,Cleaning,Other,West,Silver
O344216,C00418,P0009,1,38.52,2025-07-06,Delivered,Credit Card,North,0.1,34.67,Outdoors,Male,North,Gold
O793059,C00102,P0030,2,20.41,2025-07-06,Cancelled,PayPal,North,0.15,34.7,Cleaning,Male,East,Bronze
O334065,C00447,P0014,5,19.67,2025-07-06,Delivered,Bank Transfer,South,0.15,83.6,Outdoors,Female,Central,Silver
O367207,C00336,P0019,5,13.39,2025-07-06,Delivered,Credit Card,Central,0.1,60.26,Kitchen,Female,East,Silver
O207161,C00114,P0012,2,22.75,2025-07-06,Cancelled,Bank Transfer,East,0.1,40.95,Cleaning,Male,North,Bronze
O188200,C00062,P0006,2,17.91,2025-07-06,Delayed,Credit Card,South,0.2,28.66,Cleaning,Male,West,Gold
O425784,C00441,P0012,5,14.66,2025-07-06,Cancelled,PayPal,West,0.05,69.63,Cleaning,Female,South,Bronze
O389815,C00062,P0002,1,43.69,2025-07-06,Cancelled,Credit Card,East,0.0,43.69,Cleaning,Male,West,Gold
O388836,C00097,P0001,5,8.87,2025-07-06,Cancelled,Bank Transfer,South,0.1,39.92,Storage,Female,East,Silver
O455168,C00323,P0019,3,18.81,2025-07-06,Delayed,PayPal,South,0.1,50.79,Kitchen,Other,South,Bronze
O602463,C00434,P0021,2,40.72,2025-07-06,Delivered,PayPal,North,0.0,81.44,Kitchen,Male,West,Gold
O895136,C00141,P0029,3,38.62,2025-07-06,Delayed,PayPal,South,0.1,104.27,Cleaning,Female,Central,Gold
O600037,C00086,P0019,5,8.64,2025-07-06,Delayed,Bank Transfer,East,0.05,41.04,Kitchen,Male,East,Bronze
O571034,C00447,P0027,5,12.05,2025-07-06,Delivered,Credit Card,South,0.0,60.25,Outdoors,Female,Central,Silver
O675033,C00441,P0025,2,48.49,2025-07-06,Delivered,Credit Card,West,0.1,87.28,Cleaning,Female,South,Bronze
O182687,C00473,P0009,5,39.44,2025-07-06,Cancelled,Credit Card,South,0.05,187.34,Outdoors,Male,North,Bronze
O562105,C00111,P0011,5,25.84,2025-07-06,Cancelled,PayPal,South,0.1,116.28,Kitchen,Other,East,Silver
O850705,C00370,P0026,1,39.61,2025-07-06,Delivered,Credit Card,East,0.1,35.65,Storage,Female,East,Gold
O881717,C00331,P0012,3,9.23,2025-07-06,Delivered,PayPal,South,0.0,27.69,Cleaning,Female,West,Gold
O418718,C00261,P0014,2,11.98,2025-07-06,Cancelled,PayPal,East,0.05,22.76,Outdoors,Female,Central,Gold
O136583,C00225,P0028,5,22.37,2025-07-06,Delivered,Bank Transfer,West,0.0,111.85,Outdoors,Female,South,Gold
O951100,C00166,P0024,1,18.14,2025-07-06,Delivered,Bank Transfer,East,0.2,14.51,Storage,Female,North,Gold
O662538,C00480,P0011,4,14.52,2025-07-06,Delivered,PayPal,Central,0.05,55.18,Kitchen,Other,Central,Silver
O133034,C00352,P0024,5,39.74,2025-07-06,Delivered,Credit Card,South,0.2,158.96,Storage,Other,West,Gold
O427632,C00248,P0022,4,30.07,2025-07-06,Delayed,Bank Transfer,South,0.1,108.25,Cleaning,Female,West,Gold
O626435,C00265,P0006,1,9.23,2025-07-06,Cancelled,Credit Card,Central,0.05,8.77,Cleaning,Male,West,Gold
O248549,C00216,P0008,4,47.55,2025-07-06,Delayed,PayPal,Central,0.1,171.18,Storage,Male,South,Bronze
O983263,C00034,P0013,3,8.83,2025-07-06,Cancelled,Bank Transfer,Central,0.1,23.84,Cleaning,Female,Central,Gold
O804757,C00321,P0008,2,15.77,2025-07-06,Delayed,Credit Card,South,0.2,25.23,Storage,Male,West,Silver
O961508,C00201,P0021,4,38.15,2025-07-06,Delayed,PayPal,East,0.0,152.6,Kitchen,Female,East,Gold
O131701,C00312,P0021,3,23.26,2025-07-06,Delayed,PayPal,West,0.05,66.29,Kitchen,Other,North,Gold
O815292,C00114,P0003,5,36.95,2025-07-06,Delayed,PayPal,South,0.2,147.8,Cleaning,Male,North,Bronze
O950094,C00202,P0027,2,38.47,2025-07-06,Delivered,Credit Card,South,0.2,61.55,Outdoors,Female,Central,Bronze
O409405,C00369,P0026,2,15.05,2025-07-06,Cancelled,Bank Transfer,Central,0.05,28.6,Storage,Other,West,Bronze
O560618,C00168,P0026,4,9.28,2025-07-06,Delayed,Credit Card,North,0.15,31.55,Storage,Female,South,Bronze
O688414,C00106,P0014,5,34.38,2025-07-06,Cancelled,Credit Card,North,0.15,146.12,Outdoors,Female,East,Gold
O997877,C00210,P0018,3,48.04,2025-07-06,Delivered,PayPal,West,0.05,136.91,Storage,Female,North,Silver
O239905,C00074,P0024,2,20.34,2025-07-06,Delayed,Credit Card,North,0.1,36.61,Storage,Male,North,Bronze
O329463,C00387,P0011,3,24.83,2025-07-06,Delivered,Bank Transfer,West,0.1,67.04,Kitchen,Female,North,Gold
O175581,C00037,P0011,4,35.47,2025-07-06,Delayed,Credit Card,South,0.15,120.6,Kitchen,Female,East,Gold
O218238,C00175,P0022,4,23.22,2025-07-06,Delivered,Credit Card,North,0.1,83.59,Cleaning,Male,North,Bronze
O398119,C00249,P0014,5,30.48,2025-07-06,Cancelled,PayPal,West,0.1,137.16,Outdoors,Male,South,Gold
O455787,C00029,P0023,4,19.78,2025-07-06,Delayed,Credit Card,West,0.0,79.12,Outdoors,Male,North,Silver
O758507,C00374,P0010,5,9.84,2025-07-06,Delivered,Credit Card,West,0.2,39.36,Cleaning,Female,North,Gold
O402997,C00392,P0010,4,10.13,2025-07-06,Delayed,Credit Card,West,0.15,34.44,Cleaning,Female,West,Gold
O227627,C00072,P0004,5,27.07,2025-07-06,Delayed,Credit Card,South,0.1,121.82,Kitchen,Female,East,Gold
O730314,C00175,P0016,2,29.08,2025-07-06,Delivered,Bank Transfer,West,0.1,52.34,Cleaning,Male,North,Bronze
O142443,C00345,P0018,4,39.93,2025-07-06,Delayed,Credit Card,North,0.0,159.72,Storage,Female,West,Gold
O995201,C00404,P0013,4,18.59,2025-07-06,Delayed,Credit Card,North,0.2,59.49,Cleaning,Male,East,Gold
O803584,C00148,P0017,2,25.96,2025-07-06,Delivered,Credit Card,Central,0.05,49.32,Personal Care,Male,West,Gold
O286762,C00414,P0025,5,27.86,2025-07-06,Delivered,Credit Card,South,0.0,139.3,Cleaning,Male,South,Gold
O254335,C00318,P0010,1,19.09,2025-07-06,Delayed,Credit Card,Central,0.1,17.18,Cleaning,Female,West,Gold
O315630,C00178,P0020,5,26.58,2025-07-06,Delivered,Bank Transfer,North,0.1,119.61,Cleaning,Female,North,Silver
O259978,C00305,P0023,2,25.51,2025-07-06,Cancelled,Bank Transfer,West,0.0,51.02,Outdoors,Male,Central,Silver
O524146,C00301,P0001,4,33.72,2025-07-06,Delivered,Credit Card,West,0.15,114.65,Storage,Female,Central,Gold
O426988,C00294,P0018,5,26.53,2025-07-06,Delayed,Credit Card,Central,0.1,119.38,Storage,Male,West,Gold
O782692,C00118,P0017,2,12.11,2025-07-06,Delivered,PayPal,West,0.0,24.22,Personal Care,Male,East,Silver
O425469,C00364,P0001,5,12.27,2025-07-06,Cancelled,Credit Card,South,0.15,52.15,Storage,Female,South,Silver
O397944,C00328,P0004,1,49.41,2025-07-06,Delivered,Credit Card,East,0.05,46.94,Kitchen,Female,Central,Gold
O664891,C00167,P0020,2,45.68,2025-07-06,Delayed,Bank Transfer,South,0.15,77.66,Cleaning,Female,Central,Gold
O469319,C00061,P0009,3,32.8,2025-07-06,Delivered,Credit Card,Central,0.0,98.4,Outdoors,Female,North,Gold
O982890,C00261,P0014,3,24.83,2025-07-06,Cancelled,Bank Transfer,West,0.2,59.59,Outdoors,Female,Central,Gold
O589461,C00082,P0010,3,19.67,2025-07-06,Cancelled,PayPal,East,0.1,53.11,Cleaning,Female,North,Gold
O962995,C00269,P0013,2,42.53,2025-07-06,Delayed,PayPal,East,0.05,80.81,Cleaning,Male,Central,Gold
O170067,C00041,P0027,2,35.05,2025-07-06,Delivered,PayPal,West,0.15,59.58,Outdoors,Male,North,Bronze
O130443,C00030,P0012,1,23.15,2025-07-06,Delayed,Credit Card,West,0.2,18.52,Cleaning,Male,North,Gold
O957285,C00225,P0021,3,46.18,2025-07-06,Delivered,Bank Transfer,Central,0.1,124.69,Kitchen,Female,South,Gold
O990779,C00356,P0008,1,38.43,2025-07-06,Delayed,Bank Transfer,East,0.2,30.74,Storage,Female,South,Gold
O356797,C00113,P0021,3,20.46,2025-07-06,Delivered,Bank Transfer,Central,0.0,61.38,Kitchen,Female,North,Gold
O609975,C00334,P0008,3,26.51,2025-07-06,Delayed,Credit Card,East,0.2,63.62,Storage,Female,South,Gold
O391456,C00351,P0001,4,11.29,2025-07-06,Delivered,Credit Card,East,0.1,40.64,Storage,Female,South,Gold
O206812,C00317,P0005,5,27.75,2025-07-06,Delayed,Credit Card,West,0.0,138.75,Personal Care,Female,South,Gold
O736616,C00486,P0024,3,23.07,2025-07-06,Delivered,Bank Transfer,East,0.1,62.29,Storage,Male,East,Gold
O533529,C00255,P0020,2,24.8,2025-07-06,Delivered,Credit Card,South,0.2,39.68,Cleaning,Female,North,Gold
O165922,C00352,P0020,2,32.71,2025-07-06,Delivered,Credit Card,Central,0.1,58.88,Cleaning,Other,West,Gold
O935984,C00256,P0028,3,48.28,2025-07-06,Cancelled,PayPal,Central,0.05,137.6,Outdoors,Female,East,Gold
O476234,C00292,P0015,2,32.35,2025-07-06,Cancelled,Credit Card,West,0.1,58.23,Storage,Female,Central,Gold
O608997,C00296,P0023,2,9.64,2025-07-06,Delivered,PayPal,North,0.2,15.42,Outdoors,Male,East,Gold
O301425,C00146,P0012,1,12.32,2025-07-06,Delayed,Bank Transfer,North,0.15,10.47,Cleaning,Female,East,Silver
O978547,C00441,P0002,3,19.06,2025-07-06,Delayed,Credit Card,Central,0.1,51.46,Cleaning,Female,South,Bronze
O116663,C00184,P0018,3,42.31,2025-07-06,Delayed,Credit Card,Central,0.15,107.89,Storage,Female,North,Silver
O109814,C00451,P0005,5,41.96,2025-07-06,Delayed,PayPal,Central,0.05,199.31,Personal Care,Female,North,Gold
O513691,C00491,P0028,2,9.87,2025-07-06,Delivered,Bank Transfer,West,0.15,16.78,Outdoors,Other,Central,Gold
O862059,C00286,P0011,4,13.24,2025-07-06,Delayed,Credit Card,North,0.1,47.66,Kitchen,Female,South,Bronze
O840627,C00175,P0023,2,40.51,2025-07-06,Delivered,Credit Card,North,0.15,68.87,Outdoors,Male,North,Bronze
O318597,C00165,P0018,3,15.73,2025-07-06,Delayed,Credit Card,North,0.0,47.19,Storage,Male,Central,Gold
O675518,C00467,P0020,4,44.75,2025-07-06,Delayed,Credit Card,North,0.2,143.2,Cleaning,Other,North,Gold
O759220,C00095,P0027,4,38.07,2025-07-06,Delayed,Bank Transfer,South,0.1,137.05,Outdoors,Male,Unknown,Gold
O320987,C00021,P0017,2,36.57,2025-07-06,Delayed,Credit Card,West,0.1,65.83,Personal Care,Male,South,Silver
O276883,C00376,P0010,3,26.01,2025-07-06,Delivered,Bank Transfer,West,0.2,62.42,Cleaning,Female,South,Bronze
O345174,C00356,P0007,3,41.82,2025-07-06,Cancelled,Credit Card,North,0.1,112.91,Personal Care,Female,South,Gold
O121860,C00137,P0003,4,35.95,2025-07-06,Delivered,Credit Card,South,0.1,129.42,Cleaning,Female,North,Bronze
O485007,C00014,P0005,1,17.69,2025-07-06,Delayed,Credit Card,East,0.1,15.92,Personal Care,Other,Central,Gold
O565018,C00005,P0027,4,9.84,2025-07-06,Cancelled,Bank Transfer,West,0.0,39.36,Outdoors,Male,West,Bronze
O476037,C00368,P0025,2,19.84,2025-07-06,Cancelled,Bank Transfer,West,0.0,39.68,Cleaning,Female,East,Silver
O530888,C00193,P0023,5,30.56,2025-07-06,Delivered,Credit Card,West,0.1,137.52,Outdoors,Female,South,Gold
O659952,C00212,P0017,5,29.34,2025-07-06,Delayed,Bank Transfer,East,0.0,146.7,Personal Care,Male,West,Gold
O512516,C00185,P0011,3,28.93,2025-07-06,Delayed,PayPal,West,0.1,78.11,Kitchen,Male,East,Silver
O921260,C00074,P0014,5,43.24,2025-07-06,Cancelled,Bank Transfer,Central,0.05,205.39,Outdoors,Male,North,Bronze
O129008,C00223,P0007,5,23.11,2025-07-06,Delayed,PayPal,South,0.1,104.0,Personal Care,Female,South,Gold
O882299,C00440,P0015,4,22.61,2025-07-06,Cancelled,Credit Card,Central,0.05,85.92,Storage,Other,North,Gold
O137720,C00034,P0018,4,22.01,2025-07-06,Delayed,Credit Card,West,0.2,70.43,Storage,Female,Central,Gold
O293726,C00163,P0013,5,49.96,2025-07-06,Delivered,Bank Transfer,East,0.2,199.84,Cleaning,Female,Unknown,Silver
O962974,C00428,P0030,1,9.95,2025-07-06,Delayed,PayPal,South,0.15,8.46,Cleaning,Female,North,Gold
O766149,C00389,P0007,4,38.15,2025-07-06,Delivered,PayPal,North,0.2,122.08,Personal Care,Female,Central,Gold
O910292,C00133,P0015,4,36.82,2025-07-06,Delayed,Credit Card,West,0.0,147.28,Storage,Female,Central,Bronze
O514215,C00065,P0023,4,12.17,2025-07-06,Delivered,PayPal,Central,0.05,46.25,Outdoors,Male,North,Gold
O568525,C00217,P0024,2,14.45,2025-07-06,Delayed,Bank Transfer,West,0.05,27.46,Storage,Female,South,Bronze
O797030,C00495,P0026,1,14.96,2025-07-06,Delayed,PayPal,South,0.15,12.72,Storage,Male,Central,Gold
O147468,C00038,P0026,2,45.78,2025-07-06,Cancelled,PayPal,Central,0.15,77.83,Storage,Female,East,Gold
O940954,C00498,P0011,5,18.61,2025-07-06,Delayed,Bank Transfer,Central,0.1,83.74,Kitchen,Male,South,Silver
O514358,C00288,P0027,1,41.71,2025-07-06,Delivered,PayPal,South,0.2,33.37,Outdoors,Other,North,Bronze
O804964,C00479,P0020,2,48.35,2025-07-06,Delayed,PayPal,East,0.1,87.03,Cleaning,Male,South,Gold
O362527,C00377,P0023,2,22.8,2025-07-06,Cancelled,Bank Transfer,West,0.2,36.48,Outdoors,Female,Central,Bronze
O223845,C00225,P0029,1,35.84,2025-07-06,Delayed,Credit Card,East,0.0,35.84,Cleaning,Female,South,Gold
O553852,C00461,P0015,3,16.72,2025-07-06,Cancelled,PayPal,Central,0.1,45.14,Storage,Female,South,Silver
O703890,C00449,P0017,4,19.01,2025-07-06,Delivered,Credit Card,Central,0.0,76.04,Personal Care,Female,East,Silver
O708037,C00440,P0028,3,12.5,2025-07-06,Delayed,PayPal,South,0.0,37.5,Outdoors,Other,North,Gold
O710922,C00248,P0025,5,14.82,2025-07-06,Delayed,PayPal,East,0.0,74.1,Cleaning,Female,West,Gold
O269653,C00031,P0025,2,41.57,2025-07-06,Delivered,Credit Card,South,0.0,83.14,Cleaning,Female,Central,Gold
O710783,C00330,P0024,4,39.07,2025-07-06,Delayed,Credit Card,West,0.2,125.02,Storage,Other,West,Bronze
O222096,C00190,P0013,5,42.86,2025-07-06,Delayed,Credit Card,East,0.1,192.87,Cleaning,Male,Central,Gold
O786967,C00104,P0003,3,46.55,2025-07-06,Delayed,Bank Transfer,Central,0.1,125.68,Cleaning,Female,West,Silver
O462734,C00393,P0028,5,40.99,2025-07-06,Delayed,PayPal,West,0.05,194.7,Outdoors,Female,North,Gold
O252213,C00378,P0016,1,16.68,2025-07-06,Delivered,Credit Card,North,0.2,13.34,Cleaning,Male,South,Gold
O133884,C00054,P0020,5,29.67,2025-07-06,Cancelled,Credit Card,West,0.05,140.93,Cleaning,Female,East,Silver
O722032,C00328,P0030,2,48.57,2025-07-06,Cancelled,Credit Card,North,0.1,87.43,Cleaning,Female,Central,Gold
O397641,C00091,P0024,4,37.02,2025-07-06,Delivered,PayPal,East,0.15,125.87,Storage,Male,West,Silver
O481773,C00491,P0010,3,41.82,2025-07-06,Cancelled,PayPal,West,0.2,100.37,Cleaning,Other,Central,Gold
O161749,C00428,P0018,2,46.77,2025-07-06,Delivered,Credit Card,North,0.15,79.51,Storage,Female,North,Gold
O530077,C00334,P0028,4,36.23,2025-07-06,Delayed,Bank Transfer,Central,0.2,115.94,Outdoors,Female,South,Gold
O585040,C00025,P0023,4,46.64,2025-07-06,Cancelled,Credit Card,East,0.0,186.56,Outdoors,Female,North,Gold
O188230,C00039,P0022,5,14.63,2025-07-06,Delayed,Bank Transfer,West,0.2,58.52,Cleaning,Other,South,Silver
O534857,C00292,P0013,1,34.24,2025-07-06,Delayed,Credit Card,East,0.05,32.53,Cleaning,Female,Central,Gold
O687422,C00409,P0023,3,10.77,2025-07-06,Cancelled,Credit Card,South,0.15,27.46,Outdoors,Female,Central,Gold
O202350,C00417,P0013,5,43.54,2025-07-06,Delayed,Credit Card,South,0.15,185.04,Cleaning,Female,Central,Gold
O931817,C00021,P0027,3,44.39,2025-07-06,Cancelled,Bank Transfer,Central,0.1,119.85,Outdoors,Male,South,Silver
O590922,C00163,P0022,1,48.41,2025-07-06,Delayed,Credit Card,Central,0.0,48.41,Cleaning,Female,Unknown,Silver
O237940,C00466,P0021,1,33.01,2025-07-06,Delayed,Credit Card,South,0.2,26.41,Kitchen,Male,North,Gold
O926281,C00029,P0025,3,14.6,2025-07-06,Delivered,Bank Transfer,East,0.2,35.04,Cleaning,Male,North,Silver
O380263,C00158,P0015,2,38.09,2025-07-06,Delivered,Bank Transfer,South,0.1,68.56,Storage,Other,East,Bronze
O941244,C00359,P0012,5,14.0,2025-07-06,Delayed,Credit Card,North,0.05,66.5,Cleaning,Male,West,Gold
O201571,C00244,P0007,2,43.46,2025-07-06,Delivered,Bank Transfer,East,0.1,78.23,Personal Care,Male,West,Bronze
O889247,C00486,P0005,4,16.2,2025-07-06,Delayed,PayPal,East,0.1,58.32,Personal Care,Male,East,Gold
O855576,C00365,P0027,3,44.79,2025-07-06,Delivered,Credit Card,East,0.2,107.5,Outdoors,Male,West,Silver
O735004,UNKNOWN_CUSTOMER,P0017,2,12.18,2025-07-06,Delivered,Bank Transfer,Central,0.1,21.92,Personal Care,Female,South,Bronze
O735004,UNKNOWN_CUSTOMER,P0017,2,12.18,2025-07-06,Delivered,Bank Transfer,Central,0.1,21.92,Personal Care,Other,Central,Silver
O735004,UNKNOWN_CUSTOMER,P0017,2,12.18,2025-07-06,Delivered,Bank Transfer,Central,0.1,21.92,Personal Care,Male,Central,Silver
O946144,C00423,P0030,4,25.17,2025-07-06,Delayed,Bank Transfer,North,0.15,85.58,Cleaning,Male,East,Bronze
O534466,C00161,P0011,2,46.19,2025-07-06,Delayed,Bank Transfer,East,0.05,87.76,Kitchen,Other,West,Silver
O554340,C00490,P0003,1,46.53,2025-07-06,Delivered,Credit Card,North,0.2,37.22,Cleaning,Male,North,Silver
O581851,C00246,P0027,1,45.44,2025-07-06,Delivered,Credit Card,East,0.1,40.9,Outdoors,Male,South,Gold
O490113,C00286,P0010,3,13.49,2025-07-06,Delayed,Bank Transfer,South,0.2,32.38,Cleaning,Female,South,Bronze
O774628,C00087,P0019,4,9.76,2025-07-06,Delivered,Bank Transfer,South,0.15,33.18,Kitchen,Female,North,Bronze
O557323,C00344,P0009,5,30.05,2025-07-06,Delivered,Credit Card,North,0.2,120.2,Outdoors,Female,West,Gold
O797259,C00107,P0023,3,18.79,2025-07-06,Cancelled,Bank Transfer,Central,0.15,47.91,Outdoors,Female,North,Silver
O367974,C00376,P0022,2,46.63,2025-07-06,Delayed,PayPal,East,0.05,88.6,Cleaning,Female,South,Bronze
O816249,C00099,P0028,1,8.57,2025-07-06,Delayed,PayPal,East,0.05,8.14,Outdoors,Female,South,Gold
O850716,C00234,P0008,2,45.75,2025-07-06,Delayed,Credit Card,South,0.0,91.5,Storage,Other,Central,Gold
O167371,C00280,P0018,1,33.51,2025-07-06,Delayed,Credit Card,Central,0.2,26.81,Storage,Male,Central,Gold
O847845,C00158,P0004,3,16.92,2025-07-06,Delivered,Credit Card,Central,0.1,45.68,Kitchen,Other,East,Bronze
O819734,C00016,P0019,2,14.41,2025-07-06,Delayed,Credit Card,South,0.15,24.5,Kitchen,Other,North,Gold
O518040,C00077,P0014,2,27.52,2025-07-06,Cancelled,Credit Card,West,0.1,49.54,Outdoors,Female,Central,Gold
O312239,C00180,P0030,5,37.86,2025-07-06,Delayed,Bank Transfer,West,0.05,179.84,Cleaning,Other,West,Gold
O154379,C00430,P0025,1,46.82,2025-07-06,Delivered,Credit Card,Central,0.15,39.8,Cleaning,Female,East,Gold
O639608,C00410,P0024,5,49.01,2025-07-06,Cancelled,Credit Card,North,0.1,220.54,Storage,Female,North,Silver
O190514,C00206,P0027,5,12.92,2025-07-06,Delivered,Credit Card,North,0.1,58.14,Outdoors,Other,East,Gold
O638698,C00208,P0025,1,19.22,2025-07-06,Delivered,PayPal,East,0.2,15.38,Cleaning,Female,East,Silver
O330919,C00008,P0015,5,29.47,2025-07-06,Delayed,Credit Card,East,0.2,117.88,Storage,Male,Central,Gold
O623630,C00222,P0006,4,23.45,2025-07-06,Delayed,Credit Card,North,0.1,84.42,Cleaning,Female,East,Silver
O846675,C00069,P0015,4,13.0,2025-07-06,Delayed,Credit Card,South,0.1,46.8,Storage,Female,North,Gold
O870050,C00204,P0008,5,26.99,2025-07-06,Delivered,Credit Card,West,0.0,134.95,Storage,Female,South,Silver
O637955,C00381,P0007,4,40.18,2025-07-06,Delivered,Credit Card,Central,0.2,128.58,Personal Care,Male,South,Gold
O980231,C00454,P0008,1,42.05,2025-07-06,Delayed,Credit Card,Central,0.1,37.84,Storage,Female,South,Gold
O989155,C00049,P0019,5,27.7,2025-07-06,Delayed,PayPal,Central,0.0,138.5,Kitchen,Male,South,Gold
O552344,C00196,P0026,1,15.72,2025-07-06,Delivered,Credit Card,West,0.1,14.15,Storage,Female,South,Gold
O425510,C00216,P0026,1,10.62,2025-07-06,Delivered,Credit Card,East,0.15,9.03,Storage,Male,South,Bronze
O835141,C00137,P0009,4,20.47,2025-07-06,Delivered,Credit Card,South,0.1,73.69,Outdoors,Female,North,Bronze
O843496,C00126,P0019,3,26.91,2025-07-06,Delayed,PayPal,Central,0.0,80.73,Kitchen,Female,West,Silver
O784880,C00459,P0008,1,45.16,2025-07-06,Cancelled,Credit Card,South,0.1,40.64,Storage,Female,North,Gold
O801028,C00274,P0013,1,41.06,2025-07-06,Delivered,Credit Card,North,0.0,41.06,Cleaning,Female,South,Gold
O720162,C00409,P0029,2,31.01,2025-07-06,Delivered,Credit Card,South,0.1,55.82,Cleaning,Female,Central,Gold
O335604,C00470,P0004,4,10.36,2025-07-06,Delayed,Credit Card,North,0.1,37.3,Kitchen,Female,North,Silver
O137196,C00299,P0003,4,11.01,2025-07-06,Cancelled,PayPal,South,0.05,41.84,Cleaning,Unknown,Central,Silver
O674445,C00133,P0025,1,40.37,2025-07-06,Delayed,Credit Card,North,0.15,34.31,Cleaning,Female,Central,Bronze
O642187,C00337,P0025,3,23.22,2025-07-06,Delayed,Credit Card,West,0.2,55.73,Cleaning,Male,Central,Gold
O380919,C00489,P0022,3,43.76,2025-07-06,Delivered,Credit Card,West,0.1,118.15,Cleaning,Female,West,Bronze
O118311,C00311,P0016,3,31.39,2025-07-06,Delivered,Credit Card,Central,0.1,84.75,Cleaning,Male,North,Gold
O724816,C00382,P0004,2,16.62,2025-07-06,Delivered,Credit Card,South,0.1,29.92,Kitchen,Female,East,Gold
O368037,C00212,P0027,1,9.79,2025-07-06,Cancelled,Credit Card,North,0.15,8.32,Outdoors,Male,West,Gold
O791309,C00373,P0019,1,8.88,2025-07-06,Delayed,Credit Card,North,0.1,7.99,Kitchen,Male,Central,Gold
O896592,C00233,P0006,3,11.92,2025-07-06,Cancelled,PayPal,Central,0.0,35.76,Cleaning,Other,Central,Silver
O196972,C00339,P0004,4,33.23,2025-07-06,Delayed,Credit Card,North,0.1,119.63,Kitchen,Female,North,Gold
O782307,C00493,P0019,3,11.7,2025-07-06,Delivered,Credit Card,East,0.1,31.59,Kitchen,Female,South,Gold
O232518,C00084,P0026,5,22.05,2025-07-06,Cancelled,PayPal,South,0.0,110.25,Storage,Female,West,Gold
O132177,C00189,P0024,5,27.74,2025-07-06,Cancelled,Credit Card,West,0.15,117.89,Storage,Male,North,Bronze
O999107,C00332,P0005,2,9.22,2025-07-06,Delivered,Credit Card,West,0.05,17.52,Personal Care,Male,East,Silver
O487774,C00246,P0008,2,36.37,2025-07-06,Cancelled,Credit Card,East,0.1,65.47,Storage,Male,South,Gold
O918160,C00390,P0017,3,26.02,2025-07-06,Delivered,PayPal,West,0.1,70.25,Personal Care,Female,East,Silver
O367156,C00227,P0027,2,49.79,2025-07-06,Delivered,PayPal,Central,0.1,89.62,Outdoors,Male,East,Bronze
O780845,C00065,P0005,3,15.11,2025-07-06,Delivered,Credit Card,West,0.0,45.33,Personal Care,Male,North,Gold
O123914,C00020,P0023,2,41.7,2025-07-06,Delivered,Credit Card,Central,0.0,83.4,Outdoors,Female,East,Gold
O553132,C00070,P0007,1,18.19,2025-07-06,Cancelled,Credit Card,West,0.15,15.46,Personal Care,Male,Central,Gold
O193936,C00120,P0003,5,45.53,2025-07-06,Cancelled,Credit Card,East,0.1,204.89,Cleaning,Female,West,Gold
O438675,C00464,P0015,2,18.55,2025-07-06,Cancelled,Credit Card,North,0.0,37.1,Storage,Male,Central,Gold
O569766,C00479,P0009,5,40.71,2025-07-06,Delayed,Credit Card,Central,0.1,183.2,Outdoors,Male,South,Gold
O550995,C00054,P0017,1,8.62,2025-07-06,Delayed,Bank Transfer,East,0.1,7.76,Personal Care,Female,East,Silver
O747221,C00216,P0015,2,36.98,2025-07-06,Delayed,PayPal,East,0.0,73.96,Storage,Male,South,Bronze
O636801,C00120,P0005,2,33.22,2025-07-06,Delivered,Credit Card,South,0.1,59.8,Personal Care,Female,West,Gold
O531809,C00403,P0019,1,11.82,2025-07-06,Delayed,Bank Transfer,West,0.1,10.64,Kitchen,Female,East,Silver
O824018,C00007,P0027,5,19.2,2025-07-06,Cancelled,Credit Card,West,0.15,81.6,Outdoors,Female,North,Gold
O238900,C00428,P0006,4,28.99,2025-07-06,Delivered,Bank Transfer,East,0.0,115.96,Cleaning,Female,North,Gold
O580451,C00331,P0014,3,41.92,2025-07-06,Delayed,Bank Transfer,East,0.15,106.9,Outdoors,Female,West,Gold
O165451,C00326,P0012,1,46.21,2025-07-06,Delivered,Credit Card,North,0.05,43.9,Cleaning,Female,East,Gold
O582648,C00294,P0012,2,35.87,2025-07-06,Delivered,Bank Transfer,South,0.2,57.39,Cleaning,Male,West,Gold
O160700,C00021,P0022,3,18.3,2025-07-06,Delayed,Bank Transfer,Central,0.0,54.9,Cleaning,Male,South,Silver
